Date,Open,High,Low,Close,Adj Close,Volume
21-09-2004,71.548904,72.691399,71.063339,72.47718,61.355083,35391763
22-09-2004,72.262962,72.334373,71.427513,71.898788,60.865444,40320972
23-09-2004,71.548904,71.948776,71.120468,71.413231,60.454414,34644180
24-09-2004,71.40609,72.370071,70.699173,71.241859,60.309322,40195835
27-09-2004,70.834839,71.027641,70.220749,70.749153,59.892246,24759162
28-09-2004,70.67775,71.656013,70.549217,70.877686,60.001045,34124364
29-09-2004,71.006218,73.762489,70.520653,73.448303,62.177189,57338722
30-09-2004,73.405464,74.226631,73.405464,73.962425,62.612427,42519825
01-10-2004,73.99099,76.404518,73.15554,76.154594,64.46817,47491985
04-10-2004,76.118889,78.461014,76.118889,78.004013,66.033791,39955653
05-10-2004,77.975449,78.232513,76.732986,77.104294,65.272148,26706349
06-10-2004,76.961487,79.367867,76.961487,78.025436,66.051926,51774833
07-10-2004,78.532417,80.603195,78.153969,79.803444,67.557091,47829743
08-10-2004,79.974823,80.331856,78.853745,79.182213,67.031189,28605052
11-10-2004,79.260757,79.724899,77.839783,78.103981,66.118408,17948461
12-10-2004,78.118263,78.82518,76.133171,76.4188,64.691841,27961543
13-10-2004,null,null,null,null,null,null
14-10-2004,76.69014,77.961166,76.218864,77.53273,65.634842,31084750
15-10-2004,78.018295,79.532104,77.411346,78.018295,66.045876,40703033
18-10-2004,78.403885,79.332169,77.975449,78.646667,66.57782,29368769
19-10-2004,79.0037,80.388977,78.832321,79.9534,67.684036,38566857
20-10-2004,80.97451,80.97451,78.068275,78.282494,66.269554,51170536
